GO name,C0,C0 Rank,C1,C2,C3,C4,C5,C6,C0,C1,C2,C3,C4,C5,C6
calcium-dependent protein serine/threonine phosphatase regulator activity,0,1979,2,0,0,0,0,0,0,0.126182965,0,0,0,0,0
primary metabolic process,5,177,1,0,0,0,1,0,0.089397461,0.063091483,0,0,0,0.02016129,0
"phosphotransferase activity, alcohol group as acceptor",5,181,1,0,0,0,0,0,0.089397461,0.063091483,0,0,0,0,0
carbohydrate phosphorylation,3,329,1,0,0,0,0,0,0.053638477,0.063091483,0,0,0,0,0
nuclear-transcribed mRNA poly(A) tail shortening,3,330,1,0,0,0,0,0,0.053638477,0.063091483,0,0,0,0,0
histone acetyltransferase activity,2,377,1,0,0,1,3,0,0.035758984,0.063091483,0,0,0.066755674,0.060483871,0
ATP-dependent chromatin remodeler activity,2,401,1,0,0,1,1,0,0.035758984,0.063091483,0,0,0.066755674,0.02016129,0
FAD binding,2,430,1,0,0,1,0,0,0.035758984,0.063091483,0,0,0.066755674,0,0
fucose metabolic process,2,394,1,0,0,0,2,0,0.035758984,0.063091483,0,0,0,0.040322581,0
excitatory postsynaptic potential,2,422,1,0,0,0,1,0,0.035758984,0.063091483,0,0,0,0.02016129,0
regulation of postsynaptic membrane potential,2,423,1,0,0,0,1,0,0.035758984,0.063091483,0,0,0,0.02016129,0
acetylcholine-gated cation-selective channel activity,2,424,1,0,0,0,1,0,0.035758984,0.063091483,0,0,0,0.02016129,0
ubiquitin-dependent protein catabolic process via the N-end rule pathway,2,512,1,0,0,0,0,0,0.035758984,0.063091483,0,0,0,0,0
U2AF complex,2,513,1,0,0,0,0,0,0.035758984,0.063091483,0,0,0,0,0
protein phosphatase inhibitor activity,2,514,1,0,0,0,0,0,0.035758984,0.063091483,0,0,0,0,0
regulation of stem cell population maintenance,2,515,1,0,0,0,0,0,0.035758984,0.063091483,0,0,0,0,0
adherens junction,2,516,1,0,0,0,0,0,0.035758984,0.063091483,0,0,0,0,0
cytoskeletal protein binding,2,517,1,0,0,0,0,0,0.035758984,0.063091483,0,0,0,0,0
phosphoglucomutase activity,2,518,1,0,0,0,0,0,0.035758984,0.063091483,0,0,0,0,0
synaptic vesicle,2,519,1,0,0,0,0,0,0.035758984,0.063091483,0,0,0,0,0
Arp2/3 complex-mediated actin nucleation,1,622,1,0,0,4,1,0,0.017879492,0.063091483,0,0,0.267022697,0.02016129,0
regulation of GTPase activity,1,685,1,0,0,3,0,0,0.017879492,0.063091483,0,0,0.200267023,0,0
prefoldin complex,1,594,1,0,0,2,2,0,0.017879492,0.063091483,0,0,0.133511348,0.040322581,0
"endoribonuclease activity, producing 5'-phosphomonoesters",1,584,1,0,0,1,3,0,0.017879492,0.063091483,0,0,0.066755674,0.060483871,0
ATP-dependent DNA damage sensor activity,1,580,1,0,0,0,4,0,0.017879492,0.063091483,0,0,0,0.080645161,0
regulation of translation,1,592,1,0,0,0,3,0,0.017879492,0.063091483,0,0,0,0.060483871,0
7S RNA binding,1,617,1,0,0,0,2,0,0.017879492,0.063091483,0,0,0,0.040322581,0
peptide-O-fucosyltransferase activity,1,618,1,0,0,0,2,0,0.017879492,0.063091483,0,0,0,0.040322581,0
protein O-linked fucosylation,1,619,1,0,0,0,2,0,0.017879492,0.063091483,0,0,0,0.040322581,0
O-acyltransferase activity,1,620,1,0,0,0,2,0,0.017879492,0.063091483,0,0,0,0.040322581,0
early endosome membrane,1,683,1,0,0,0,1,0,0.017879492,0.063091483,0,0,0,0.02016129,0
MAP kinase kinase kinase kinase activity,1,684,1,0,0,0,1,0,0.017879492,0.063091483,0,0,0,0.02016129,0
rRNA primary transcript binding,1,1006,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
mismatched DNA binding,1,1007,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
mismatch repair,1,1008,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
ubiquitin-like protein transferase activity,1,1009,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
microtubule polymerization,1,1010,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
O-phospho-L-serine:2-oxoglutarate aminotransferase activity,1,1011,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
L-serine biosynthetic process,1,1012,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
DNA damage checkpoint signaling,1,1013,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
autophagosome,1,1014,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
late endosome,1,1015,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
nucleoside-triphosphate diphosphatase activity,1,1016,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
signaling adaptor activity,1,1017,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
pre-miRNA processing,1,1018,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
spliceosomal complex assembly,1,1019,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
TORC1 complex,1,1020,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
TORC2 complex,1,1021,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
protein phosphatase regulator activity,1,1022,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
ribonucleoside binding,1,1023,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
pyruvate metabolic process,1,1024,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
hexose metabolic process,1,1025,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
hexokinase activity,1,1026,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
cellular glucose homeostasis,1,1027,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
glucose binding,1,1028,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
"hydrolase activity, hydrolyzing N-glycosyl compounds",1,1029,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
glycogen biosynthetic process,1,1030,1,0,0,0,0,0,0.017879492,0.063091483,0,0,0,0,0
cis-stilbene-oxide hydrolase activity,0,1621,1,0,0,2,0,0,0,0.063091483,0,0,0.133511348,0,0
ether hydrolase activity,0,1622,1,0,0,2,0,0,0,0.063091483,0,0,0.133511348,0,0
proton motive force-driven ATP synthesis,0,1174,1,0,0,1,5,0,0,0.063091483,0,0,0.066755674,0.100806452,0
"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",0,1297,1,0,0,1,1,0,0,0.063091483,0,0,0.066755674,0.02016129,0
dihydrolipoyl dehydrogenase activity,0,1298,1,0,0,1,1,0,0,0.063091483,0,0,0.066755674,0.02016129,0
"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",0,1299,1,0,0,1,1,0,0,0.063091483,0,0,0.066755674,0.02016129,0
autophagosome assembly,0,1693,1,0,0,1,0,0,0,0.063091483,0,0,0.066755674,0,0
cell junction,0,1694,1,0,0,1,0,0,0,0.063091483,0,0,0.066755674,0,0
anatomical structure morphogenesis,0,1211,1,0,0,0,3,0,0,0.063091483,0,0,0,0.060483871,0
translation regulator activity,0,1270,1,0,0,0,2,0,0,0.063091483,0,0,0,0.040322581,0
base-excision repair,0,1271,1,0,0,0,2,0,0,0.063091483,0,0,0,0.040322581,0
regulation of cellular component biogenesis,0,1272,1,0,0,0,2,0,0,0.063091483,0,0,0,0.040322581,0
regulation of cellular component organization,0,1273,1,0,0,0,2,0,0,0.063091483,0,0,0,0.040322581,0
"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",0,1274,1,0,0,0,2,0,0,0.063091483,0,0,0,0.040322581,0
arginine kinase activity,0,1591,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
"transferase activity, transferring phosphorus-containing groups",0,1592,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
phosphocreatine biosynthetic process,0,1593,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
creatine kinase activity,0,1594,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
L-proline biosynthetic process,0,1595,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
proline biosynthetic process,0,1596,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
homophilic cell adhesion via plasma membrane adhesion molecules,0,1597,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
endoplasmic reticulum quality control compartment,0,1598,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
mannose trimming involved in glycoprotein ERAD pathway,0,1599,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
endoplasmic reticulum mannose trimming,0,1600,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
glucosamine 6-phosphate N-acetyltransferase activity,0,1601,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
protein ufmylation,0,1602,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
precatalytic spliceosome,0,1603,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
lipid storage,0,1604,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
poly-ADP-D-ribose binding,0,1605,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
protein autoubiquitination,0,1606,1,0,0,0,1,0,0,0.063091483,0,0,0,0.02016129,0
nuclear localization sequence binding,0,1883,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
pyruvate dehydrogenase (acetyl-transferring) activity,0,1884,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
pyruvate dehydrogenase activity,0,1885,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
mRNA 3'-UTR binding,0,1886,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
uracil DNA N-glycosylase activity,0,1887,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
Sec61 translocon complex,0,1888,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
U2 snRNA binding,0,1889,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
inositol phosphate biosynthetic process,0,1890,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
SMN complex,0,1891,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
glutamate-5-semialdehyde dehydrogenase activity,0,1892,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
glutamate 5-kinase activity,0,1893,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
deadenylation-independent decapping of nuclear-transcribed mRNA,0,1894,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
nucleotide metabolic process,0,1895,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
5'-nucleotidase activity,0,1896,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
XMP 5'-nucleosidase activity,0,1897,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
cell development,0,1898,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
protein lipoylation,0,1899,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
lipoate biosynthetic process,0,1900,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
lipoate synthase activity,0,1901,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
translesion synthesis,0,1902,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
zeta DNA polymerase complex,0,1903,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
cytoplasmic ribonucleoprotein granule,0,1904,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
Arp2/3 complex binding,0,1905,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
actin filament debranching,0,1906,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
negative regulation of type I interferon production,0,1907,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
negative regulation of RIG-I signaling pathway,0,1908,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
establishment or maintenance of microtubule cytoskeleton polarity,0,1909,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
spindle organization,0,1910,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
microtubule plus end polymerase,0,1911,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
microtubule plus-end binding,0,1912,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
supramolecular complex,0,1913,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
glucose 6-phosphate metabolic process,0,1914,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
glucokinase activity,0,1915,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
endoplasmic reticulum-plasma membrane tethering,0,1916,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
reproductive behavior,0,1917,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
multivesicular body sorting pathway,0,1918,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
isoprenoid metabolic process,0,1919,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
protein phosphatase type 2A complex,0,1920,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
pyruvate dehydrogenase complex,0,1921,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
mitochondrial transmembrane transport,0,1922,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
clathrin binding,0,1923,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
mitotic spindle organization,0,1924,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
"inositol-1,3,4-trisphosphate 5-kinase activity",0,1925,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
"inositol-1,3,4-trisphosphate 6-kinase activity",0,1926,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
inositol tetrakisphosphate 1-kinase activity,0,1927,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
inositol trisphosphate metabolic process,0,1928,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
ribosomal large subunit assembly,0,1929,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
histone acetyltransferase complex,0,1930,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
phosphatidate phosphatase activity,0,1931,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
tRNA-intron endonuclease activity,0,1932,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
"ligase activity, forming phosphoric ester bonds",0,1933,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
tRNA-splicing ligase complex,0,1934,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
RNA ligase (ATP) activity,0,1935,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
RNA ligase activity,0,1936,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
sulfur compound metabolic process,0,1937,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
sulfate assimilation,0,1938,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
adenylylsulfate kinase activity,0,1939,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
sulfate adenylyltransferase (ATP) activity,0,1940,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
multivesicular body membrane,0,1941,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
melanosome membrane,0,1942,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
bounding membrane of organelle,0,1943,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
ribosomal large subunit export from nucleus,0,1944,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
tetrahydrobiopterin biosynthetic process,0,1945,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
6-pyruvoyltetrahydropterin synthase activity,0,1946,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
alpha-tubulin binding,0,1947,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
WASH complex,0,1948,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
G protein-coupled GABA receptor activity,0,1949,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
tRNA-guanine transglycosylation,0,1950,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
queuine tRNA-ribosyltransferase activity,0,1951,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
pentosyltransferase activity,0,1952,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
proton-transporting ATP synthase complex assembly,0,1953,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
Atg8 ligase activity,0,1954,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
UFM1 ligase activity,0,1955,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
aromatic compound catabolic process,0,1956,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
beta-tubulin binding,0,1957,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
intraciliary transport particle B,0,1958,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
spectrin binding,0,1959,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
neuron projection development,0,1960,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
glycogen catabolic process,0,1961,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
"amylo-alpha-1,6-glucosidase activity",0,1962,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
4-alpha-glucanotransferase activity,0,1963,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
beta-maltose 4-alpha-glucanotransferase activity,0,1964,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
lipid droplet formation,0,1965,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
N-terminal protein amino acid methylation,0,1966,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
protein methyltransferase activity,0,1967,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
regulation of phosphoprotein phosphatase activity,0,1968,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
ubiquinol-cytochrome-c reductase activity,0,1969,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
protein localization to endoplasmic reticulum exit site,0,1970,1,0,0,0,0,0,0,0.063091483,0,0,0,0,0
protein tyrosine/serine/threonine phosphatase activity,8,123,0,0,0,3,4,0,0.143035938,0,0,0,0.200267023,0.080645161,0
inorganic anion transport,5,176,0,0,0,0,1,0,0.089397461,0,0,0,0,0.02016129,0
cell surface receptor signaling pathway,5,180,0,0,0,0,0,0,0.089397461,0,0,0,0,0,0
calcium-dependent protein kinase C activity,4,208,0,0,0,1,2,0,0.071517969,0,0,0,0.066755674,0.040322581,0
protein kinase C activity,4,209,0,0,0,1,2,0,0.071517969,0,0,0,0.066755674,0.040322581,0
mitochondrial membrane,4,216,0,0,0,1,1,0,0.071517969,0,0,0,0.066755674,0.02016129,0
mRNA transport,4,211,0,0,0,0,2,0,0.071517969,0,0,0,0,0.040322581,0
SWI/SNF superfamily-type complex,4,228,0,0,0,0,0,0,0.071517969,0,0,0,0,0,0
anion transport,4,229,0,0,0,0,0,0,0.071517969,0,0,0,0,0,0
inorganic anion exchanger activity,4,230,0,0,0,0,0,0,0.071517969,0,0,0,0,0,0
ER to Golgi transport vesicle membrane,4,231,0,0,0,0,0,0,0.071517969,0,0,0,0,0,0
mitochondrial matrix,3,264,0,0,0,1,6,0,0.053638477,0,0,0,0.066755674,0.120967742,0
intracellular transport,3,269,0,0,0,0,5,0,0.053638477,0,0,0,0,0.100806452,0
tRNA methylation,3,274,0,0,0,0,3,0,0.053638477,0,0,0,0,0.060483871,0
pyrimidine nucleotide biosynthetic process,3,275,0,0,0,0,3,0,0.053638477,0,0,0,0,0.060483871,0
protein import into nucleus,3,281,0,0,0,0,2,0,0.053638477,0,0,0,0,0.040322581,0
scavenger receptor activity,3,282,0,0,0,0,2,0,0.053638477,0,0,0,0,0.040322581,0
nuclear import signal receptor activity,3,294,0,0,0,0,1,0,0.053638477,0,0,0,0,0.02016129,0
"isopentenyl diphosphate biosynthetic process, mevalonate pathway",3,295,0,0,0,0,1,0,0.053638477,0,0,0,0,0.02016129,0
nuclear membrane,3,296,0,0,0,0,1,0,0.053638477,0,0,0,0,0.02016129,0
clathrin-coated pit,3,297,0,0,0,0,1,0,0.053638477,0,0,0,0,0.02016129,0
RSC-type complex,3,298,0,0,0,0,1,0,0.053638477,0,0,0,0,0.02016129,0
mitochondrial transport,3,314,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
galactose metabolic process,3,315,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
nuclear chromosome,3,316,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
interstrand cross-link repair,3,317,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
L-lactate dehydrogenase activity,3,318,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
regulation of small GTPase mediated signal transduction,3,319,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
S-adenosylmethionine-dependent methyltransferase activity,3,320,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
tRNA (m1A) methyltransferase complex,3,321,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
COPII vesicle coat,3,322,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
'de novo' CTP biosynthetic process,3,323,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
CTP synthase activity,3,324,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
cholesterol metabolic process,3,325,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
intra-Golgi vesicle-mediated transport,3,326,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
Golgi transport complex,3,327,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
isocitrate lyase activity,3,328,0,0,0,0,0,0,0.053638477,0,0,0,0,0,0
sterol binding,2,425,0,0,0,2,0,0,0.035758984,0,0,0,0.133511348,0,0
response to oxidative stress,2,388,0,0,0,1,2,0,0.035758984,0,0,0,0.066755674,0.040322581,0
succinate-CoA ligase (ADP-forming) activity,2,400,0,0,0,1,1,0,0.035758984,0,0,0,0.066755674,0.02016129,0
N-acetylglucosamine metabolic process,2,429,0,0,0,1,0,0,0.035758984,0,0,0,0.066755674,0,0
fatty acid metabolic process,2,360,0,0,0,0,6,0,0.035758984,0,0,0,0,0.120967742,0
cellular oxidant detoxification,2,371,0,0,0,0,4,0,0.035758984,0,0,0,0,0.080645161,0
purine nucleotide biosynthetic process,2,383,0,0,0,0,3,0,0.035758984,0,0,0,0,0.060483871,0
tRNA aminoacylation,2,384,0,0,0,0,3,0,0.035758984,0,0,0,0,0.060483871,0
peroxidase activity,2,385,0,0,0,0,3,0,0.035758984,0,0,0,0,0.060483871,0
'de novo' IMP biosynthetic process,2,415,0,0,0,0,1,0,0.035758984,0,0,0,0,0.02016129,0
AP-1 adaptor complex,2,416,0,0,0,0,1,0,0.035758984,0,0,0,0,0.02016129,0
"3 iron, 4 sulfur cluster binding",2,417,0,0,0,0,1,0,0.035758984,0,0,0,0,0.02016129,0
fatty acid beta-oxidation,2,418,0,0,0,0,1,0,0.035758984,0,0,0,0,0.02016129,0
phospholipid transport,2,419,0,0,0,0,1,0,0.035758984,0,0,0,0,0.02016129,0
regulation of macromolecule metabolic process,2,420,0,0,0,0,1,0,0.035758984,0,0,0,0,0.02016129,0
nucleic acid metabolic process,2,421,0,0,0,0,1,0,0.035758984,0,0,0,0,0.02016129,0
galactokinase activity,2,460,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
phosphorus metabolic process,2,461,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
PAN complex,2,462,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
TRAPP complex,2,463,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
intraciliary retrograde transport,2,464,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
phosphatidylinositol-3-phosphatase activity,2,465,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
release of sequestered calcium ion into cytosol,2,466,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
cholesterol biosynthetic process,2,467,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
phosphomevalonate kinase activity,2,468,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
BLOC-1 complex,2,469,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
localization,2,470,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
thiamine pyrophosphate binding,2,471,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
morphogenesis of a branching epithelium,2,472,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
glucosamine-6-phosphate deaminase activity,2,473,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
glutamate-tRNA ligase activity,2,474,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
glutamyl-tRNA aminoacylation,2,475,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
Fanconi anaemia nuclear complex,2,476,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
clathrin adaptor activity,2,477,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
UDP-xylosyltransferase activity,2,478,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
reproductive process,2,479,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
ribose phosphate diphosphokinase activity,2,480,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
transcription coactivator activity,2,481,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
tubulin binding,2,482,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
deoxyribonucleotide catabolic process,2,483,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
deoxyribose-phosphate aldolase activity,2,484,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
lipid translocation,2,485,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
ATPase-coupled intramembrane lipid transporter activity,2,486,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
protein serine/threonine/tyrosine kinase activity,2,487,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
macromolecule methylation,2,488,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
transcription factor binding,2,489,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
phosphatidylinositol phospholipase C activity,2,490,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
dolichol-linked oligosaccharide biosynthetic process,2,491,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
dolichol metabolic process,2,492,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
peptide alpha-N-acetyltransferase activity,2,493,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
SMAD binding,2,494,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
translational termination,2,495,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
translation release factor activity,2,496,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
transcription factor TFIIE complex,2,497,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
NADPH-adrenodoxin reductase activity,2,498,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
selenium binding,2,499,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
sulfuric ester hydrolase activity,2,500,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
uridylyltransferase activity,2,501,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
peptidyl-diphthamide biosynthetic process from peptidyl-histidine,2,502,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
neuron projection,2,503,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
glutathione peroxidase activity,2,504,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
3'-5' exonuclease activity,2,505,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
tRNA (adenine-N1-)-methyltransferase activity,2,506,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
N-acetyltransferase activity,2,507,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
respiratory chain complex I,2,508,0,0,0,0,0,0,0.035758984,0,0,0,0,0,0
